sample_id,method,mixture_size,combination_id,combination,pH,seed,dopamine_concentration,uric_acid_concentration,ascorbic_acid_concentration,glucose_concentration,copper_concentration,aluminum_concentration
292,CV,2,14,uric_acid+aluminum,6.5,334,0.0,1.0,0.0,0.0,0.0,0.5
293,CV,2,14,uric_acid+aluminum,8.0,335,0.0,0.1,0.0,0.0,0.0,0.2
294,CV,2,14,uric_acid+aluminum,6.5,336,0.0,0.5,0.0,0.0,0.0,5.0
295,CV,2,14,uric_acid+aluminum,7.0,337,0.0,0.2,0.0,0.0,0.0,0.1
296,CV,2,14,uric_acid+aluminum,7.0,338,0.0,1.0,0.0,0.0,0.0,2.0
297,CV,2,14,uric_acid+aluminum,8.0,339,0.0,0.1,0.0,0.0,0.0,0.2
298,CV,2,14,uric_acid+aluminum,7.0,340,0.0,0.1,0.0,0.0,0.0,2.0
299,CV,2,14,uric_acid+aluminum,6.5,341,0.0,5.0,0.0,0.0,0.0,1.0
300,CV,2,14,uric_acid+aluminum,6.0,342,0.0,2.0,0.0,0.0,0.0,1.0
301,CV,2,15,ascorbic_acid+glucose,6.5,343,0.0,0.0,0.1,2.0,0.0,0.0
302,CV,2,15,ascorbic_acid+glucose,8.0,344,0.0,0.0,0.2,2.0,0.0,0.0
303,CV,2,15,ascorbic_acid+glucose,6.0,345,0.0,0.0,0.2,1.0,0.0,0.0
304,CV,2,15,ascorbic_acid+glucose,8.0,346,0.0,0.0,1.0,0.2,0.0,0.0
305,CV,2,15,ascorbic_acid+glucose,7.0,347,0.0,0.0,2.0,0.2,0.0,0.0
306,CV,2,15,ascorbic_acid+glucose,6.0,348,0.0,0.0,0.2,0.2,0.0,0.0
307,CV,2,15,ascorbic_acid+glucose,6.5,349,0.0,0.0,2.0,0.5,0.0,0.0
308,CV,2,15,ascorbic_acid+glucose,7.0,350,0.0,0.0,0.5,5.0,0.0,0.0
309,CV,2,15,ascorbic_acid+glucose,6.5,351,0.0,0.0,1.0,1.0,0.0,0.0
310,CV,2,15,ascorbic_acid+glucose,6.0,352,0.0,0.0,0.2,0.2,0.0,0.0
311,CV,2,15,ascorbic_acid+glucose,7.5,353,0.0,0.0,0.1,2.0,0.0,0.0
312,CV,2,15,ascorbic_acid+glucose,7.5,354,0.0,0.0,2.0,1.0,0.0,0.0
313,CV,2,15,ascorbic_acid+glucose,6.0,355,0.0,0.0,0.5,0.2,0.0,0.0
314,CV,2,15,ascorbic_acid+glucose,6.5,356,0.0,0.0,0.1,0.2,0.0,0.0
315,CV,2,15,ascorbic_acid+glucose,6.5,357,0.0,0.0,1.0,0.2,0.0,0.0
316,CV,2,15,ascorbic_acid+glucose,7.5,358,0.0,0.0,2.0,1.0,0.0,0.0
317,CV,2,15,ascorbic_acid+glucose,7.5,359,0.0,0.0,0.5,0.5,0.0,0.0
318,CV,2,15,ascorbic_acid+glucose,7.5,360,0.0,0.0,5.0,5.0,0.0,0.0
319,CV,2,15,ascorbic_acid+glucose,8.0,361,0.0,0.0,2.0,0.5,0.0,0.0
320,CV,2,15,ascorbic_acid+glucose,7.5,362,0.0,0.0,2.0,0.1,0.0,0.0
321,CV,2,16,ascorbic_acid+copper,6.5,363,0.0,0.0,0.1,0.0,5.0,0.0
322,CV,2,16,ascorbic_acid+copper,6.0,364,0.0,0.0,1.0,0.0,0.1,0.0
323,CV,2,16,ascorbic_acid+copper,7.5,365,0.0,0.0,0.1,0.0,2.0,0.0
324,CV,2,16,ascorbic_acid+copper,8.0,366,0.0,0.0,0.1,0.0,0.1,0.0
325,CV,2,16,ascorbic_acid+copper,8.0,367,0.0,0.0,2.0,0.0,0.5,0.0
326,CV,2,16,ascorbic_acid+copper,6.5,368,0.0,0.0,5.0,0.0,0.2,0.0
327,CV,2,16,ascorbic_acid+copper,6.5,369,0.0,0.0,2.0,0.0,2.0,0.0
328,CV,2,16,ascorbic_acid+copper,6.0,370,0.0,0.0,0.5,0.0,2.0,0.0
329,CV,2,16,ascorbic_acid+copper,6.0,371,0.0,0.0,5.0,0.0,0.2,0.0
330,CV,2,16,ascorbic_acid+copper,7.0,372,0.0,0.0,1.0,0.0,2.0,0.0
331,CV,2,16,ascorbic_acid+copper,7.0,373,0.0,0.0,1.0,0.0,5.0,0.0
332,CV,2,16,ascorbic_acid+copper,6.5,374,0.0,0.0,2.0,0.0,0.1,0.0
333,CV,2,16,ascorbic_acid+copper,6.5,375,0.0,0.0,0.2,0.0,5.0,0.0
334,CV,2,16,ascorbic_acid+copper,8.0,376,0.0,0.0,0.5,0.0,0.5,0.0
335,CV,2,16,ascorbic_acid+copper,7.0,377,0.0,0.0,2.0,0.0,0.2,0.0
336,CV,2,16,ascorbic_acid+copper,8.0,378,0.0,0.0,1.0,0.0,1.0,0.0
337,CV,2,16,ascorbic_acid+copper,8.0,379,0.0,0.0,2.0,0.0,1.0,0.0
338,CV,2,16,ascorbic_acid+copper,6.5,380,0.0,0.0,1.0,0.0,0.2,0.0
339,CV,2,16,ascorbic_acid+copper,6.5,381,0.0,0.0,2.0,0.0,2.0,0.0
340,CV,2,16,ascorbic_acid+copper,8.0,382,0.0,0.0,0.1,0.0,0.2,0.0
341,CV,2,17,ascorbic_acid+aluminum,7.5,383,0.0,0.0,0.2,0.0,0.0,0.1
342,CV,2,17,ascorbic_acid+aluminum,6.5,384,0.0,0.0,0.2,0.0,0.0,0.5
343,CV,2,17,ascorbic_acid+aluminum,7.5,385,0.0,0.0,5.0,0.0,0.0,0.2
344,CV,2,17,ascorbic_acid+aluminum,7.0,386,0.0,0.0,0.5,0.0,0.0,0.2
345,CV,2,17,ascorbic_acid+aluminum,8.0,387,0.0,0.0,0.5,0.0,0.0,0.5
346,CV,2,17,ascorbic_acid+aluminum,6.5,388,0.0,0.0,0.5,0.0,0.0,0.2
347,CV,2,17,ascorbic_acid+aluminum,8.0,389,0.0,0.0,0.2,0.0,0.0,0.1
348,CV,2,17,ascorbic_acid+aluminum,8.0,390,0.0,0.0,1.0,0.0,0.0,1.0
349,CV,2,17,ascorbic_acid+aluminum,6.0,391,0.0,0.0,0.2,0.0,0.0,0.1
350,CV,2,17,ascorbic_acid+aluminum,6.0,392,0.0,0.0,5.0,0.0,0.0,0.2
351,CV,2,17,ascorbic_acid+aluminum,7.0,393,0.0,0.0,2.0,0.0,0.0,0.5
352,CV,2,17,ascorbic_acid+aluminum,6.0,394,0.0,0.0,0.2,0.0,0.0,2.0
353,CV,2,17,ascorbic_acid+aluminum,6.5,395,0.0,0.0,0.5,0.0,0.0,0.1
354,CV,2,17,ascorbic_acid+aluminum,7.0,396,0.0,0.0,1.0,0.0,0.0,0.5
355,CV,2,17,ascorbic_acid+aluminum,8.0,397,0.0,0.0,5.0,0.0,0.0,0.5
356,CV,2,17,ascorbic_acid+aluminum,8.0,398,0.0,0.0,5.0,0.0,0.0,2.0
357,CV,2,17,ascorbic_acid+aluminum,6.0,399,0.0,0.0,5.0,0.0,0.0,2.0
358,CV,2,17,ascorbic_acid+aluminum,8.0,400,0.0,0.0,2.0,0.0,0.0,0.2
359,CV,2,17,ascorbic_acid+aluminum,6.0,401,0.0,0.0,0.5,0.0,0.0,2.0
360,CV,2,17,ascorbic_acid+aluminum,7.5,402,0.0,0.0,2.0,0.0,0.0,0.2
361,CV,2,18,glucose+copper,8.0,403,0.0,0.0,0.0,1.0,0.2,0.0
362,CV,2,18,glucose+copper,8.0,404,0.0,0.0,0.0,5.0,0.2,0.0
363,CV,2,18,glucose+copper,6.5,405,0.0,0.0,0.0,0.5,5.0,0.0
364,CV,2,18,glucose+copper,8.0,406,0.0,0.0,0.0,2.0,0.1,0.0
365,CV,2,18,glucose+copper,6.0,407,0.0,0.0,0.0,0.2,0.1,0.0
366,CV,2,18,glucose+copper,7.0,408,0.0,0.0,0.0,0.5,1.0,0.0
367,CV,2,18,glucose+copper,7.0,409,0.0,0.0,0.0,0.1,0.2,0.0
368,CV,2,18,glucose+copper,6.5,410,0.0,0.0,0.0,0.5,0.5,0.0
369,CV,2,18,glucose+copper,6.0,411,0.0,0.0,0.0,0.2,0.1,0.0
370,CV,2,18,glucose+copper,7.5,412,0.0,0.0,0.0,5.0,2.0,0.0
371,CV,2,18,glucose+copper,6.5,413,0.0,0.0,0.0,0.2,0.1,0.0
372,CV,2,18,glucose+copper,7.5,414,0.0,0.0,0.0,5.0,0.5,0.0
373,CV,2,18,glucose+copper,7.0,415,0.0,0.0,0.0,0.5,2.0,0.0
374,CV,2,18,glucose+copper,6.5,416,0.0,0.0,0.0,1.0,0.1,0.0
375,CV,2,18,glucose+copper,8.0,417,0.0,0.0,0.0,0.2,5.0,0.0
376,CV,2,18,glucose+copper,6.0,418,0.0,0.0,0.0,1.0,0.2,0.0
377,CV,2,18,glucose+copper,7.5,419,0.0,0.0,0.0,2.0,5.0,0.0
378,CV,2,18,glucose+copper,7.5,420,0.0,0.0,0.0,1.0,2.0,0.0
379,CV,2,18,glucose+copper,6.5,421,0.0,0.0,0.0,0.1,0.2,0.0
380,CV,2,18,glucose+copper,6.5,422,0.0,0.0,0.0,0.2,1.0,0.0
381,CV,2,19,glucose+aluminum,6.0,423,0.0,0.0,0.0,1.0,0.0,1.0
382,CV,2,19,glucose+aluminum,8.0,424,0.0,0.0,0.0,0.2,0.0,2.0
383,CV,2,19,glucose+aluminum,8.0,425,0.0,0.0,0.0,0.2,0.0,0.1
384,CV,2,19,glucose+aluminum,6.5,426,0.0,0.0,0.0,0.1,0.0,1.0
385,CV,2,19,glucose+aluminum,6.0,427,0.0,0.0,0.0,5.0,0.0,1.0
386,CV,2,19,glucose+aluminum,6.0,428,0.0,0.0,0.0,0.2,0.0,1.0
387,CV,2,19,glucose+aluminum,6.0,429,0.0,0.0,0.0,0.1,0.0,1.0
388,CV,2,19,glucose+aluminum,8.0,430,0.0,0.0,0.0,0.1,0.0,2.0
389,CV,2,19,glucose+aluminum,8.0,431,0.0,0.0,0.0,2.0,0.0,0.1
390,CV,2,19,glucose+aluminum,6.0,432,0.0,0.0,0.0,2.0,0.0,1.0
391,CV,2,19,glucose+aluminum,7.5,433,0.0,0.0,0.0,0.2,0.0,0.5
392,CV,2,19,glucose+aluminum,6.0,434,0.0,0.0,0.0,5.0,0.0,0.2
393,CV,2,19,glucose+aluminum,6.5,435,0.0,0.0,0.0,1.0,0.0,2.0
394,CV,2,19,glucose+aluminum,7.0,436,0.0,0.0,0.0,2.0,0.0,0.2
395,CV,2,19,glucose+aluminum,7.5,437,0.0,0.0,0.0,1.0,0.0,0.2
396,CV,2,19,glucose+aluminum,8.0,438,0.0,0.0,0.0,5.0,0.0,5.0
397,CV,2,19,glucose+aluminum,6.0,439,0.0,0.0,0.0,0.5,0.0,5.0
398,CV,2,19,glucose+aluminum,6.0,440,0.0,0.0,0.0,0.1,0.0,5.0
399,CV,2,19,glucose+aluminum,6.5,441,0.0,0.0,0.0,1.0,0.0,0.2
400,CV,2,19,glucose+aluminum,6.5,442,0.0,0.0,0.0,1.0,0.0,0.5
401,CV,2,20,copper+aluminum,8.0,443,0.0,0.0,0.0,0.0,0.2,0.1
402,CV,2,20,copper+aluminum,7.5,444,0.0,0.0,0.0,0.0,2.0,2.0
403,CV,2,20,copper+aluminum,6.5,445,0.0,0.0,0.0,0.0,0.2,1.0
404,CV,2,20,copper+aluminum,8.0,446,0.0,0.0,0.0,0.0,0.1,2.0
405,CV,2,20,copper+aluminum,7.0,447,0.0,0.0,0.0,0.0,0.5,1.0
406,CV,2,20,copper+aluminum,7.0,448,0.0,0.0,0.0,0.0,2.0,0.1
407,CV,2,20,copper+aluminum,7.0,449,0.0,0.0,0.0,0.0,5.0,5.0
408,CV,2,20,copper+aluminum,6.0,450,0.0,0.0,0.0,0.0,0.1,0.5
409,CV,2,20,copper+aluminum,8.0,451,0.0,0.0,0.0,0.0,2.0,0.5
410,CV,2,20,copper+aluminum,6.0,452,0.0,0.0,0.0,0.0,1.0,5.0
411,CV,2,20,copper+aluminum,6.0,453,0.0,0.0,0.0,0.0,2.0,0.2
412,CV,2,20,copper+aluminum,6.5,454,0.0,0.0,0.0,0.0,0.5,0.1
413,CV,2,20,copper+aluminum,6.5,455,0.0,0.0,0.0,0.0,2.0,0.5
414,CV,2,20,copper+aluminum,6.0,456,0.0,0.0,0.0,0.0,0.5,0.5
415,CV,2,20,copper+aluminum,6.0,457,0.0,0.0,0.0,0.0,0.2,0.5
416,CV,2,20,copper+aluminum,7.5,458,0.0,0.0,0.0,0.0,0.2,1.0
417,CV,2,20,copper+aluminum,8.0,459,0.0,0.0,0.0,0.0,0.5,5.0
418,CV,2,20,copper+aluminum,6.0,460,0.0,0.0,0.0,0.0,0.2,0.1
419,CV,2,20,copper+aluminum,6.5,461,0.0,0.0,0.0,0.0,5.0,5.0
420,CV,2,20,copper+aluminum,7.0,462,0.0,0.0,0.0,0.0,1.0,5.0
421,CV,3,21,dopamine+uric_acid+ascorbic_acid,8.0,463,2.0,5.0,0.5,0.0,0.0,0.0
422,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.5,464,0.1,1.0,0.2,0.0,0.0,0.0
423,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.5,465,0.2,5.0,0.2,0.0,0.0,0.0
424,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.0,466,1.0,0.2,1.0,0.0,0.0,0.0
425,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.0,467,0.2,1.0,2.0,0.0,0.0,0.0
426,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.0,468,0.1,2.0,0.5,0.0,0.0,0.0
427,CV,3,21,dopamine+uric_acid+ascorbic_acid,8.0,469,0.1,1.0,0.2,0.0,0.0,0.0
428,CV,3,21,dopamine+uric_acid+ascorbic_acid,8.0,470,5.0,0.5,0.5,0.0,0.0,0.0
429,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.0,471,0.2,0.5,5.0,0.0,0.0,0.0
430,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.5,472,0.2,1.0,0.5,0.0,0.0,0.0
431,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.0,473,0.2,2.0,0.5,0.0,0.0,0.0
432,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.5,474,0.2,2.0,0.5,0.0,0.0,0.0
433,CV,3,21,dopamine+uric_acid+ascorbic_acid,8.0,475,0.5,0.1,0.2,0.0,0.0,0.0
434,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.0,476,2.0,0.1,0.5,0.0,0.0,0.0
435,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.0,477,1.0,5.0,0.1,0.0,0.0,0.0
436,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.0,478,0.2,0.5,1.0,0.0,0.0,0.0
437,CV,3,21,dopamine+uric_acid+ascorbic_acid,7.0,479,2.0,0.2,5.0,0.0,0.0,0.0
438,CV,3,21,dopamine+uric_acid+ascorbic_acid,8.0,480,2.0,2.0,0.1,0.0,0.0,0.0
439,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.0,481,1.0,5.0,0.5,0.0,0.0,0.0
440,CV,3,21,dopamine+uric_acid+ascorbic_acid,6.5,482,0.1,2.0,0.1,0.0,0.0,0.0
441,CV,3,22,dopamine+uric_acid+glucose,8.0,483,0.2,0.1,0.0,0.2,0.0,0.0
442,CV,3,22,dopamine+uric_acid+glucose,6.5,484,5.0,0.1,0.0,2.0,0.0,0.0
443,CV,3,22,dopamine+uric_acid+glucose,6.0,485,5.0,1.0,0.0,0.1,0.0,0.0
444,CV,3,22,dopamine+uric_acid+glucose,7.0,486,0.5,2.0,0.0,0.5,0.0,0.0
445,CV,3,22,dopamine+uric_acid+glucose,7.0,487,1.0,1.0,0.0,0.2,0.0,0.0
446,CV,3,22,dopamine+uric_acid+glucose,7.5,488,5.0,0.1,0.0,1.0,0.0,0.0
447,CV,3,22,dopamine+uric_acid+glucose,6.5,489,5.0,1.0,0.0,1.0,0.0,0.0
448,CV,3,22,dopamine+uric_acid+glucose,8.0,490,1.0,0.2,0.0,0.5,0.0,0.0
449,CV,3,22,dopamine+uric_acid+glucose,7.0,491,0.5,2.0,0.0,0.5,0.0,0.0
450,CV,3,22,dopamine+uric_acid+glucose,6.5,492,5.0,1.0,0.0,2.0,0.0,0.0
451,CV,3,22,dopamine+uric_acid+glucose,8.0,493,5.0,5.0,0.0,2.0,0.0,0.0
452,CV,3,22,dopamine+uric_acid+glucose,8.0,494,1.0,5.0,0.0,1.0,0.0,0.0
453,CV,3,22,dopamine+uric_acid+glucose,7.0,495,0.1,1.0,0.0,2.0,0.0,0.0
454,CV,3,22,dopamine+uric_acid+glucose,6.0,496,0.2,5.0,0.0,2.0,0.0,0.0
455,CV,3,22,dopamine+uric_acid+glucose,7.0,497,0.2,0.5,0.0,0.1,0.0,0.0
456,CV,3,22,dopamine+uric_acid+glucose,7.0,498,0.5,2.0,0.0,0.5,0.0,0.0
457,CV,3,22,dopamine+uric_acid+glucose,6.0,499,2.0,5.0,0.0,0.2,0.0,0.0
458,CV,3,22,dopamine+uric_acid+glucose,7.5,500,1.0,1.0,0.0,0.5,0.0,0.0
459,CV,3,22,dopamine+uric_acid+glucose,8.0,501,5.0,5.0,0.0,0.5,0.0,0.0
460,CV,3,22,dopamine+uric_acid+glucose,6.0,502,0.2,0.1,0.0,0.5,0.0,0.0
461,CV,3,23,dopamine+uric_acid+copper,7.5,503,0.2,0.5,0.0,0.0,2.0,0.0
462,CV,3,23,dopamine+uric_acid+copper,6.0,504,5.0,0.1,0.0,0.0,0.1,0.0
463,CV,3,23,dopamine+uric_acid+copper,7.5,505,2.0,5.0,0.0,0.0,0.2,0.0
464,CV,3,23,dopamine+uric_acid+copper,7.0,506,1.0,0.2,0.0,0.0,0.5,0.0
465,CV,3,23,dopamine+uric_acid+copper,6.0,507,2.0,0.2,0.0,0.0,0.1,0.0
466,CV,3,23,dopamine+uric_acid+copper,8.0,508,1.0,5.0,0.0,0.0,0.2,0.0
467,CV,3,23,dopamine+uric_acid+copper,6.0,509,5.0,0.5,0.0,0.0,1.0,0.0
468,CV,3,23,dopamine+uric_acid+copper,7.0,510,0.2,1.0,0.0,0.0,0.5,0.0
469,CV,3,23,dopamine+uric_acid+copper,6.0,511,2.0,5.0,0.0,0.0,2.0,0.0
470,CV,3,23,dopamine+uric_acid+copper,8.0,512,0.5,0.2,0.0,0.0,2.0,0.0
471,CV,3,23,dopamine+uric_acid+copper,7.5,513,5.0,0.5,0.0,0.0,0.5,0.0
472,CV,3,23,dopamine+uric_acid+copper,8.0,514,5.0,2.0,0.0,0.0,0.5,0.0
473,CV,3,23,dopamine+uric_acid+copper,7.0,515,0.1,1.0,0.0,0.0,5.0,0.0
474,CV,3,23,dopamine+uric_acid+copper,7.0,516,0.2,0.1,0.0,0.0,2.0,0.0
475,CV,3,23,dopamine+uric_acid+copper,7.5,517,1.0,2.0,0.0,0.0,2.0,0.0
476,CV,3,23,dopamine+uric_acid+copper,7.5,518,0.2,0.2,0.0,0.0,1.0,0.0
477,CV,3,23,dopamine+uric_acid+copper,8.0,519,2.0,0.1,0.0,0.0,0.2,0.0
478,CV,3,23,dopamine+uric_acid+copper,6.0,520,0.2,0.2,0.0,0.0,2.0,0.0
479,CV,3,23,dopamine+uric_acid+copper,7.5,521,0.1,2.0,0.0,0.0,2.0,0.0
480,CV,3,23,dopamine+uric_acid+copper,6.0,522,0.5,0.1,0.0,0.0,0.5,0.0
481,CV,3,24,dopamine+uric_acid+aluminum,6.5,523,0.2,0.1,0.0,0.0,0.0,2.0
482,CV,3,24,dopamine+uric_acid+aluminum,8.0,524,0.1,0.1,0.0,0.0,0.0,0.2
483,CV,3,24,dopamine+uric_acid+aluminum,6.5,525,2.0,2.0,0.0,0.0,0.0,2.0
484,CV,3,24,dopamine+uric_acid+aluminum,7.5,526,1.0,0.5,0.0,0.0,0.0,0.2
485,CV,3,24,dopamine+uric_acid+aluminum,7.0,527,5.0,1.0,0.0,0.0,0.0,0.5
486,CV,3,24,dopamine+uric_acid+aluminum,6.5,528,0.1,5.0,0.0,0.0,0.0,0.5
487,CV,3,24,dopamine+uric_acid+aluminum,6.5,529,0.2,0.1,0.0,0.0,0.0,1.0
488,CV,3,24,dopamine+uric_acid+aluminum,7.0,530,0.2,1.0,0.0,0.0,0.0,2.0
489,CV,3,24,dopamine+uric_acid+aluminum,7.5,531,1.0,5.0,0.0,0.0,0.0,0.2
490,CV,3,24,dopamine+uric_acid+aluminum,7.5,532,2.0,0.1,0.0,0.0,0.0,2.0
491,CV,3,24,dopamine+uric_acid+aluminum,8.0,533,1.0,1.0,0.0,0.0,0.0,2.0
492,CV,3,24,dopamine+uric_acid+aluminum,8.0,534,2.0,0.5,0.0,0.0,0.0,0.1
493,CV,3,24,dopamine+uric_acid+aluminum,7.5,535,0.2,5.0,0.0,0.0,0.0,0.1
494,CV,3,24,dopamine+uric_acid+aluminum,7.5,536,5.0,0.2,0.0,0.0,0.0,0.5
495,CV,3,24,dopamine+uric_acid+aluminum,6.5,537,0.2,0.5,0.0,0.0,0.0,5.0
496,CV,3,24,dopamine+uric_acid+aluminum,7.0,538,0.1,1.0,0.0,0.0,0.0,0.2
497,CV,3,24,dopamine+uric_acid+aluminum,6.0,539,0.2,0.1,0.0,0.0,0.0,2.0
498,CV,3,24,dopamine+uric_acid+aluminum,6.5,540,0.2,0.2,0.0,0.0,0.0,0.2
499,CV,3,24,dopamine+uric_acid+aluminum,8.0,541,0.5,2.0,0.0,0.0,0.0,0.1
500,CV,3,24,dopamine+uric_acid+aluminum,7.0,542,5.0,5.0,0.0,0.0,0.0,2.0
501,CV,3,25,dopamine+ascorbic_acid+glucose,6.0,543,2.0,0.0,0.5,0.2,0.0,0.0
502,CV,3,25,dopamine+ascorbic_acid+glucose,7.5,544,0.2,0.0,0.2,2.0,0.0,0.0
503,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,545,0.5,0.0,0.2,2.0,0.0,0.0
504,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,546,0.2,0.0,2.0,5.0,0.0,0.0
505,CV,3,25,dopamine+ascorbic_acid+glucose,6.5,547,0.2,0.0,0.1,5.0,0.0,0.0
506,CV,3,25,dopamine+ascorbic_acid+glucose,7.0,548,0.5,0.0,0.2,0.1,0.0,0.0
507,CV,3,25,dopamine+ascorbic_acid+glucose,7.0,549,0.5,0.0,0.1,0.5,0.0,0.0
508,CV,3,25,dopamine+ascorbic_acid+glucose,6.5,550,5.0,0.0,0.2,2.0,0.0,0.0
509,CV,3,25,dopamine+ascorbic_acid+glucose,6.5,551,0.2,0.0,5.0,0.2,0.0,0.0
510,CV,3,25,dopamine+ascorbic_acid+glucose,6.5,552,0.1,0.0,0.1,5.0,0.0,0.0
511,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,553,1.0,0.0,2.0,1.0,0.0,0.0
512,CV,3,25,dopamine+ascorbic_acid+glucose,7.5,554,1.0,0.0,5.0,5.0,0.0,0.0
513,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,555,0.5,0.0,0.2,5.0,0.0,0.0
514,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,556,0.5,0.0,2.0,0.2,0.0,0.0
515,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,557,1.0,0.0,2.0,5.0,0.0,0.0
516,CV,3,25,dopamine+ascorbic_acid+glucose,6.0,558,0.5,0.0,1.0,1.0,0.0,0.0
517,CV,3,25,dopamine+ascorbic_acid+glucose,8.0,559,0.1,0.0,2.0,0.5,0.0,0.0
518,CV,3,25,dopamine+ascorbic_acid+glucose,6.0,560,2.0,0.0,0.5,1.0,0.0,0.0
519,CV,3,25,dopamine+ascorbic_acid+glucose,7.0,561,0.2,0.0,2.0,0.1,0.0,0.0
520,CV,3,25,dopamine+ascorbic_acid+glucose,7.0,562,0.2,0.0,1.0,0.1,0.0,0.0
521,CV,3,26,dopamine+ascorbic_acid+copper,6.5,563,0.2,0.0,0.2,0.0,0.1,0.0
522,CV,3,26,dopamine+ascorbic_acid+copper,6.0,564,0.1,0.0,1.0,0.0,5.0,0.0
523,CV,3,26,dopamine+ascorbic_acid+copper,6.0,565,2.0,0.0,0.5,0.0,0.5,0.0
524,CV,3,26,dopamine+ascorbic_acid+copper,8.0,566,1.0,0.0,5.0,0.0,2.0,0.0
525,CV,3,26,dopamine+ascorbic_acid+copper,6.5,567,0.2,0.0,1.0,0.0,5.0,0.0
526,CV,3,26,dopamine+ascorbic_acid+copper,6.5,568,2.0,0.0,2.0,0.0,0.2,0.0
527,CV,3,26,dopamine+ascorbic_acid+copper,8.0,569,0.2,0.0,2.0,0.0,5.0,0.0
528,CV,3,26,dopamine+ascorbic_acid+copper,6.0,570,0.2,0.0,2.0,0.0,0.1,0.0
529,CV,3,26,dopamine+ascorbic_acid+copper,8.0,571,5.0,0.0,2.0,0.0,0.5,0.0
530,CV,3,26,dopamine+ascorbic_acid+copper,8.0,572,1.0,0.0,1.0,0.0,5.0,0.0
531,CV,3,26,dopamine+ascorbic_acid+copper,7.0,573,2.0,0.0,0.1,0.0,2.0,0.0
532,CV,3,26,dopamine+ascorbic_acid+copper,6.0,574,0.2,0.0,1.0,0.0,2.0,0.0
533,CV,3,26,dopamine+ascorbic_acid+copper,6.0,575,5.0,0.0,0.1,0.0,2.0,0.0
534,CV,3,26,dopamine+ascorbic_acid+copper,6.5,576,0.1,0.0,2.0,0.0,5.0,0.0
535,CV,3,26,dopamine+ascorbic_acid+copper,7.0,577,0.5,0.0,1.0,0.0,2.0,0.0
536,CV,3,26,dopamine+ascorbic_acid+copper,6.0,578,2.0,0.0,0.5,0.0,5.0,0.0
537,CV,3,26,dopamine+ascorbic_acid+copper,7.0,579,5.0,0.0,0.2,0.0,0.1,0.0
538,CV,3,26,dopamine+ascorbic_acid+copper,6.0,580,0.2,0.0,0.1,0.0,1.0,0.0
539,CV,3,26,dopamine+ascorbic_acid+copper,7.0,581,0.1,0.0,1.0,0.0,0.1,0.0
540,CV,3,26,dopamine+ascorbic_acid+copper,6.0,582,2.0,0.0,0.2,0.0,5.0,0.0
541,CV,3,27,dopamine+ascorbic_acid+aluminum,7.5,583,0.2,0.0,0.1,0.0,0.0,5.0
542,CV,3,27,dopamine+ascorbic_acid+aluminum,6.0,584,0.2,0.0,5.0,0.0,0.0,2.0
543,CV,3,27,dopamine+ascorbic_acid+aluminum,6.0,585,0.1,0.0,0.2,0.0,0.0,0.2
544,CV,3,27,dopamine+ascorbic_acid+aluminum,6.0,586,2.0,0.0,0.2,0.0,0.0,5.0
545,CV,3,27,dopamine+ascorbic_acid+aluminum,8.0,587,5.0,0.0,0.2,0.0,0.0,0.1
546,CV,3,27,dopamine+ascorbic_acid+aluminum,6.0,588,0.1,0.0,5.0,0.0,0.0,5.0
547,CV,3,27,dopamine+ascorbic_acid+aluminum,7.0,589,0.5,0.0,1.0,0.0,0.0,2.0
548,CV,3,27,dopamine+ascorbic_acid+aluminum,7.0,590,1.0,0.0,2.0,0.0,0.0,0.1
549,CV,3,27,dopamine+ascorbic_acid+aluminum,7.0,591,0.1,0.0,0.2,0.0,0.0,2.0
550,CV,3,27,dopamine+ascorbic_acid+aluminum,7.5,592,0.5,0.0,0.1,0.0,0.0,1.0
551,CV,3,27,dopamine+ascorbic_acid+aluminum,8.0,593,5.0,0.0,2.0,0.0,0.0,0.2
552,CV,3,27,dopamine+ascorbic_acid+aluminum,6.5,594,1.0,0.0,0.2,0.0,0.0,0.5
553,CV,3,27,dopamine+ascorbic_acid+aluminum,8.0,595,5.0,0.0,1.0,0.0,0.0,1.0
554,CV,3,27,dopamine+ascorbic_acid+aluminum,6.5,596,2.0,0.0,1.0,0.0,0.0,1.0
