substance,concentration,pH,method,seed,meanCurrent,stdCurrent,maxCurrent,minCurrent,meanVoltage,voltageRange,meanGradient,maxGradient,minGradient,peakCurrent,peakPotential,peakWidth,peakArea,peakProminence,peakSymmetry,split,label
ascorbic_acid,1.0,7.5,SWV,0,0.0866476671537537,0.2161901240849316,0.9425975352588722,-0.1040207509809976,0.0999999999999999,1.4,3.6007503088216627e-06,0.07094079030134,-0.0781896822710614,0.9425975352588722,0.0325406758448059,0.1226533166458072,0.0868769712427822,0.9302352147779884,0.9444444444444438,train,2
aluminum,5.0,6.5,SWV,7,0.1662005948082555,0.4895161436473488,2.2468102337992777,-0.2009506707631501,0.0999999999999999,1.4,-0.000204037724097,0.1364723878927215,-0.1287129698794806,2.2468102337992777,-0.316145181476846,0.1051314142678347,0.1803429451783678,2.228884939960637,0.8750000000000003,train,5
aluminum,0.5,7.5,SWV,7,0.0237589234628914,0.0666007614427799,0.3037707290108364,-0.0263606552621538,0.0999999999999999,1.4,-2.563241351265318e-05,0.0180309782982064,-0.0175041610815477,0.3037707290108364,-0.316145181476846,0.1033792240300375,0.024076331505513,0.3000713660774919,0.6388888888888894,train,5
ascorbic_acid,10.0,6.0,SWV,3,0.5036040072438891,1.2625856779223872,5.274300459405277,-0.5044548533654751,0.0999999999999999,1.4,-0.0005740085739882,0.3696800293759361,-0.4506561036161497,5.274300459405277,0.104380475594493,0.1173967459324154,0.4963700162342851,5.199441063543523,0.7631578947368423,train,2
dopamine,1.0,7.5,SWV,5,0.0422071184720026,0.1568439272635553,0.8863046028972977,-0.0861074479382943,0.0999999999999999,1.4,1.4306301760388333e-05,0.0581300305076207,-0.0696683256773673,0.8863046028972977,0.1744680851063829,0.0630788485607009,0.0437821602808415,0.8791279329152305,0.8000000000000006,train,0
ascorbic_acid,5.0,6.0,SWV,1,0.3159689870053091,0.8122012312782895,3.4131473313797707,-0.369166015571079,0.0999999999999999,1.4,-0.0001463799684483,0.2124271756918279,-0.1785720768652122,3.4131473313797707,0.1061326658322903,0.1244055068836045,0.3308693037883159,3.372830787216356,0.7317073170731705,train,2
copper,0.1,7.5,SWV,0,0.0051835763002621,0.0169979078547736,0.1009744514181416,-0.0137283439847871,0.0999999999999999,1.4,1.9929038183683485e-06,0.0082598523462421,-0.0081109563128976,0.1009744514181416,-0.0392991239048811,0.057822277847309,0.0045329212920339,0.0990997712764146,0.9411764705882382,train,4
copper,5.0,7.0,SWV,4,0.138578224049358,0.6039632831560573,3.4507206545515525,-0.5553376391342317,0.0999999999999999,1.4,-0.0001364834653813,0.2346213337720858,-0.2486439463064418,3.4507206545515525,-0.0375469336670839,0.0595744680851064,0.1634589117191849,3.431342059398569,0.7000000000000025,train,4
uric_acid,2.0,7.5,SWV,8,0.1068062351357336,0.3098265819696048,1.4904376794244345,-0.1170503199192728,0.0999999999999999,1.4,0.0001113110960568,0.0905951335024662,-0.1015274671022915,1.4904376794244345,0.3251564455569461,0.0911138923654568,0.1047615277150525,1.47364361720684,0.7931034482758638,train,1
ascorbic_acid,10.0,6.5,SWV,7,0.4905974011863033,1.2700844856015845,5.38001340432527,-0.4614326987071765,0.0999999999999999,1.4,-0.0004793483136247,0.365021374240515,-0.3116119687238743,5.38001340432527,0.0570713391739674,0.1209011264080099,0.5112871365297629,5.324967356687632,0.5000000000000013,train,2
copper,5.0,7.5,SWV,5,0.1386486228397201,0.6075738745181664,3.675781853902172,-0.5088152086234676,0.0999999999999999,1.4,5.036219966667555e-05,0.2403141285221783,-0.2128712975451082,3.675781853902172,-0.0392991239048811,0.0595744680851063,0.1652209154558061,3.65360901606805,0.8888888888888908,train,4
copper,10.0,7.0,SWV,7,0.2049144763092995,0.9424825895638208,5.2738950352039975,-1.0164405471550757,0.0999999999999999,1.4,-0.0003835575647002,0.3634120224114774,-0.3576003252646565,5.2738950352039975,-0.0375469336670839,0.0613266583229036,0.2598531049734282,5.261578154432058,0.6666666666666707,train,4
copper,0.2,8.0,SWV,7,0.0086676459934327,0.0339163449567403,0.2041863409085758,-0.030188200062344,0.0999999999999999,1.4,-1.1762758317121275e-05,0.013448800639177,-0.0143607833625668,0.2041863409085758,-0.0357947434292866,0.0578222778473092,0.0090986061875555,0.2023781211944984,0.8333333333333316,train,4
copper,5.0,6.5,SWV,6,0.1376598819025729,0.5995949379573711,3.335764643677925,-0.5827598316307405,0.0999999999999999,1.4,2.6361710360052125e-06,0.232452057728405,-0.2373839897150568,3.335764643677925,-0.0498122653316646,0.0648310387984981,0.1708207111059731,3.318385050162543,0.9473684210526342,train,4
copper,5.0,6.5,SWV,7,0.1317151046425877,0.6025233760519006,3.344231438122494,-0.646251724495932,0.0999999999999999,1.4,-0.0002403591675196,0.2234728726895874,-0.2107892025865715,3.344231438122494,-0.0550688360450564,0.0613266583229036,0.1661463302614354,3.3332145205479047,0.6666666666666656,train,4
aluminum,5.0,7.5,SWV,4,0.1732286392227366,0.4961457278541832,2.290733672759207,-0.2384230609767788,0.0999999999999999,1.4,-0.0001075559106455,0.163763493398426,-0.1377295062184372,2.290733672759207,-0.3126408010012516,0.1016270337922402,0.1772283550374873,2.2691769640126083,0.7058823529411764,train,5
glucose,0.2,7.0,SWV,9,0.0158649996132079,0.0292839308777957,0.1185067625644649,-0.0089957511123508,0.0999999999999999,1.4,-1.0548613669761558e-06,0.0080663611793824,-0.0071462258496507,0.1185067625644649,0.4705882352941176,0.1489361702127658,0.0130360947542486,0.1140439688592966,0.5740740740740751,train,3
glucose,10.0,7.0,SWV,2,0.3828903571416917,0.8330544512623547,3.2024314235260345,-0.2867150006255284,0.0999999999999999,1.4,-8.610912846400494e-05,0.2163708759474585,-0.1920853599550778,3.2024314235260345,0.4688360450563203,0.1524405506883603,0.3782792954762787,3.1483351871820977,0.6111111111111127,train,3
uric_acid,0.5,7.0,SWV,2,0.0304340581131541,0.0849014706112334,0.3980889082380403,-0.0294123522535264,0.0999999999999999,1.4,-7.628197715771937e-06,0.0200313644039811,-0.0200562326917161,0.3980889082380403,0.3444305381727158,0.1033792240300375,0.0315632813321607,0.3924649561526049,0.6388888888888908,train,1
glucose,0.2,7.0,SWV,3,0.0159500169412082,0.0293919069229277,0.1195920510180341,-0.0100080504019786,0.0999999999999999,1.4,-1.1456055982202074e-05,0.0083921070901265,-0.0117005651906797,0.1195920510180341,0.481101376720901,0.143679599499374,0.0128110541666995,0.1150924035852913,0.8222222222222225,train,3
copper,0.2,8.0,SWV,4,0.0090366114646676,0.0338287639038856,0.2041733039407937,-0.0263501032511038,0.0999999999999999,1.4,-5.414842211101699e-06,0.0124167620938474,-0.0153470994069122,0.2041733039407937,-0.0375469336670839,0.0560700876095119,0.0088836289131155,0.2018843691353593,0.7777777777777755,train,4
ascorbic_acid,10.0,8.0,SWV,6,0.5189156654188182,1.3043993299104917,5.309575473712097,-0.4564080378399821,0.0999999999999999,1.4,5.13925309174268e-05,0.3634410648973553,-0.390134417811925,5.309575473712097,0.0150187734668334,0.1261576971214018,0.5384573621245445,5.236852885184299,0.9459459459459452,train,2
dopamine,5.0,6.0,SWV,1,0.148637760262234,0.5828809886973262,3.2184598224296144,-0.2938587559023421,0.0999999999999999,1.4,-0.0001183716331197,0.2249185742443282,-0.2109977730629326,3.2184598224296144,0.2620775969962452,0.064831038798498,0.1655933941581805,3.203942597023969,0.9473684210526307,train,0
dopamine,0.1,6.5,SWV,9,0.0060506548724133,0.0161988091317022,0.0878241637320087,-0.0092155749661733,0.0999999999999999,1.4,5.8583141703190703e-08,0.0061603398152479,-0.0053808256712964,0.0878241637320087,0.2340425531914892,0.0718397997496871,0.0048978445067582,0.0853876552704794,0.9523809523809518,train,0
dopamine,0.2,8.0,SWV,1,0.0103186453701806,0.0336949748318834,0.1784147593797086,-0.0162522396008337,0.0999999999999999,1.4,-4.31357935771154e-06,0.0109042669225354,-0.0103355521178032,0.1784147593797086,0.1464330413016269,0.0753441802252815,0.0104906446483188,0.175907961968515,0.7916666666666665,train,0
uric_acid,0.5,6.5,SWV,6,0.0305386457939349,0.0842231819289096,0.401890202404714,-0.0288943758167442,0.0999999999999999,1.4,5.0167859548317724e-06,0.0315031888177515,-0.0235441890398243,0.401890202404714,0.3812265331664579,0.0946182728410512,0.0294822108205455,0.3966602122722066,0.8620689655172418,train,1
glucose,10.0,7.0,SWV,1,0.3811601140858479,0.8299765531361488,3.25347039768618,-0.3113129172703405,0.0999999999999999,1.4,-0.0001481229577992,0.218584389494265,-0.1840774001028705,3.25347039768618,0.4688360450563203,0.1471839799749688,0.367140704711895,3.19489283229099,0.6470588235294124,train,3
uric_acid,0.1,7.5,SWV,6,0.0078377741225215,0.0175240244126284,0.0862428909795155,-0.0049093561449969,0.0999999999999999,1.4,3.074369482365976e-06,0.006612698679546,-0.0046345040780789,0.0862428909795155,0.3198998748435543,0.092866082603254,0.0060171791128541,0.0836760387547709,0.6562499999999979,train,1
glucose,5.0,8.0,SWV,7,0.2466042157592251,0.5431357660016858,2.058257337971217,-0.1952716266994691,0.0999999999999999,1.4,-0.0002053367833817,0.1300725657527002,-0.1278654628634963,2.058257337971217,0.4530663329161452,0.1682102628285356,0.2640091707531134,2.0213493976323256,0.7142857142857161,train,3
ascorbic_acid,0.2,7.5,SWV,0,0.0198374660170867,0.0460180088640355,0.2020483260726298,-0.0211493458488616,0.0999999999999999,1.4,2.7705300781143486e-06,0.015164920371988,-0.0167203984368935,0.2020483260726298,0.0325406758448059,0.1226533166458072,0.0184800186729157,0.1979343044365349,0.9444444444444438,train,2
uric_acid,0.2,6.5,SWV,8,0.0135750279577044,0.034375757335453,0.1627940080937628,-0.0111203766256998,0.0999999999999999,1.4,1.470897533843856e-05,0.0101661267097594,-0.0100633866918955,0.1627940080937628,0.3812265331664579,0.0946182728410512,0.0120221487845088,0.1593339634397163,0.7999999999999996,train,1
dopamine,0.1,7.0,SWV,6,0.0060851821448626,0.0165258864778305,0.0945390519192456,-0.0052919183861433,0.0999999999999999,1.4,2.653774147018596e-06,0.0069060926156312,-0.0047727122273658,0.0945390519192456,0.1989987484355443,0.0630788485607009,0.0046184375017188,0.0924117433323856,0.7142857142857139,train,0
aluminum,0.2,6.0,SWV,6,0.010745918937985,0.0272435958653186,0.1214917232682012,-0.0097964785776472,0.0999999999999999,1.4,3.41113341156453e-06,0.0088377564485601,-0.0084613074480846,0.1214917232682012,-0.3196495619524405,0.1086357947434292,0.0103326106001151,0.1193543050362442,0.8787878787878782,train,5
ascorbic_acid,5.0,8.0,SWV,3,0.3374485980182836,0.8409500424856083,3.469101514700501,-0.3276191511872217,0.0999999999999999,1.4,-0.0003714389512691,0.2032088516910329,-0.2877270821181167,3.469101514700501,0.0202753441802252,0.1226533166458072,0.3404938608675543,3.417089984811699,0.9444444444444438,train,2
ascorbic_acid,2.0,8.0,SWV,4,0.1624409746881499,0.4043083101430196,1.6754469956038447,-0.1679644155939331,0.0999999999999999,1.4,-7.456637850950257e-05,0.133080352275683,-0.0959455013877565,1.6754469956038447,0.0097622027534417,0.1156445556946182,0.1581443223098151,1.6507717393711627,0.7837837837837829,train,2
copper,10.0,7.0,SWV,8,0.2146400865810958,0.9335745479292122,5.399882085227536,-0.815996092531544,0.0999999999999999,1.4,0.0003130139051013,0.3570849815468129,-0.4161471735088946,5.399882085227536,-0.0357947434292866,0.0630788485607007,0.2606516512677529,5.364330170664057,0.6363636363636369,train,4
aluminum,0.1,6.0,SWV,2,0.006043052192657,0.0136801849053818,0.0610014120760854,-0.0051379340837139,0.0999999999999999,1.4,6.778124175197103e-07,0.0035671509115887,-0.0046393866404723,0.0610014120760854,-0.3126408010012516,0.106883604505632,0.0051048635414537,0.0590948381145081,0.6944444444444442,train,5
dopamine,0.1,8.0,SWV,6,0.0061926588871855,0.0168520940179383,0.0907519604245357,-0.0075489320382796,0.0999999999999999,1.4,2.566626585173001e-06,0.0061081330787861,-0.0060155116115456,0.0907519604245357,0.1516896120150187,0.0735919899874844,0.0051710890186191,0.0885156436418061,0.909090909090908,train,0
dopamine,10.0,8.0,SWV,6,0.2477952883087483,0.945858554840042,4.989739178241421,-0.5245712805876726,0.0999999999999999,1.4,3.846060490168418e-06,0.3392210427836085,-0.3347942387881409,4.989739178241421,0.1516896120150187,0.0735919899874844,0.290127560736789,4.962491662022464,0.909090909090908,train,0
ascorbic_acid,0.1,7.0,SWV,7,0.0106097513194603,0.0229845439348459,0.1019173032557745,-0.007276178602878,0.0999999999999999,1.4,-6.3828256162491885e-06,0.0059210629510915,-0.0054810947390873,0.1019173032557745,0.0570713391739674,0.1191489361702128,0.0090570138012196,0.099167192512586,0.999999999999998,train,2
copper,0.2,6.5,SWV,5,0.008891092971773,0.0331442944586733,0.1842765627456462,-0.0284648646963461,0.0999999999999999,1.4,4.861401368017106e-06,0.0124613155309809,-0.0101155541041613,0.1842765627456462,-0.0585732165206508,0.0630788485607009,0.0092760039584313,0.1818618388677064,0.5000000000000013,train,4
copper,0.1,7.5,SWV,2,0.0051445203276917,0.0169951404670543,0.0998963904726961,-0.0122732180479287,0.0999999999999999,1.4,-5.006411341994754e-08,0.0068861536715301,-0.006233829911183,0.0998963904726961,-0.0375469336670839,0.0613266583229036,0.0047033382259649,0.0981486919633608,0.9444444444444472,train,4
dopamine,2.0,6.0,SWV,1,0.0726863456904466,0.2813309174802951,1.554459893664465,-0.1410527880675452,0.0999999999999999,1.4,-5.58599750667471e-05,0.1085867061806044,-0.1018725461540566,1.554459893664465,0.2620775969962452,0.064831038798498,0.0799327879847715,1.546605102157824,0.9473684210526307,train,0
glucose,5.0,7.5,SWV,8,0.2510423980255905,0.535653211356834,2.118207124290137,-0.203632340060991,0.0999999999999999,1.4,0.0002179276022179,0.1524167830152634,-0.1407367080351915,2.118207124290137,0.4775969962453065,0.1594493116395494,0.251556069038791,2.077894914771464,0.9782608695652198,train,3
glucose,1.0,8.0,SWV,6,0.0670646557325606,0.1396905133701422,0.5384583862335199,-0.0483512739687512,0.0999999999999999,1.4,1.0006649732706226e-05,0.0416322293771731,-0.0347847596815353,0.5384583862335199,0.4635794743429285,0.1664580725907384,0.0675621267723031,0.5266704884819164,0.9,train,3
dopamine,0.1,6.0,SWV,3,0.0060400420067257,0.0160999115971961,0.0917903177782163,-0.0063122849939863,0.0999999999999999,1.4,-5.16151647709307e-06,0.007142936639136,-0.0061385216171478,0.0917903177782163,0.2620775969962452,0.0630788485607009,0.0044983079150792,0.0894851073535795,0.894736842105265,train,0
aluminum,5.0,6.0,SWV,9,0.1716187357226632,0.4893130217950027,2.1598723949461736,-0.1939091120346812,0.0999999999999999,1.4,-6.962839309107551e-05,0.1363985033204447,-0.1796258315161252,2.1598723949461736,-0.3143929912390488,0.106883604505632,0.1826538989666963,2.135335573624421,0.6944444444444449,train,5
glucose,0.2,8.0,SWV,0,0.0159195775741241,0.0295837618897508,0.1205163609887217,-0.0130909421634545,0.0999999999999999,1.4,2.969538909923585e-06,0.0098113957750706,-0.010800315404044,0.1205163609887217,0.4565707133917395,0.1629536921151438,0.0141074147743817,0.1161222574709728,0.7884615384615371,train,3
copper,0.2,7.0,SWV,0,0.0088738170953043,0.0334135130966744,0.1914648553148015,-0.0300880201280366,0.0999999999999999,1.4,1.392824397346158e-06,0.0155121312134242,-0.0150294439540977,0.1914648553148015,-0.0392991239048811,0.0595744680851064,0.009028428626146,0.1891431073704755,0.7894736842105242,train,4
copper,2.0,7.5,SWV,1,0.0659063657730867,0.293673562130383,1.712558597280571,-0.2840466477649204,0.0999999999999999,1.4,-6.313055249361102e-05,0.1092935869521106,-0.1044706872208242,1.712558597280571,-0.0392991239048811,0.0595744680851063,0.0799881415543701,1.704685654354136,0.8888888888888908,train,4
ascorbic_acid,5.0,6.5,SWV,3,0.3276992958013462,0.8196830567166815,3.471340001726595,-0.3282561074984266,0.0999999999999999,1.4,-0.0003740217711011,0.2307219337887822,-0.2951543649743446,3.471340001726595,0.0605757196495618,0.1244055068836045,0.3350526316506656,3.4207574202314897,0.5777777777777781,train,2
glucose,10.0,8.0,SWV,6,0.3913888936404862,0.8390992080390616,3.221907213006158,-0.3006025398907416,0.0999999999999999,1.4,4.722408912152584e-05,0.2493720951581844,-0.2081182330685541,3.221907213006158,0.4635794743429285,0.1664580725907384,0.4058547073927588,3.162812390248575,0.9,train,3
glucose,0.1,6.5,SWV,3,0.0090882002322761,0.0146550511773959,0.0598854672041331,-0.0042645640099557,0.0999999999999999,1.4,-4.513235244898117e-06,0.0040972798611129,-0.0059119496595768,0.0598854672041331,0.481101376720901,0.1454317897371715,0.0064354012053926,0.0564925772029045,0.5370370370370363,train,3
aluminum,0.5,6.0,SWV,9,0.0243143724065081,0.0659757054387749,0.2923149095387215,-0.0246245645920542,0.0999999999999999,1.4,-7.221135133551413e-06,0.0184260776645771,-0.0242291276164605,0.2923149095387215,-0.3143929912390488,0.106883604505632,0.0246223224172539,0.2878333379378585,0.6944444444444449,train,5
ascorbic_acid,10.0,7.0,SWV,5,0.5079775988933565,1.2825538426442151,5.513118016479347,-0.5113589172189811,0.0999999999999999,1.4,0.0001503095718291,0.4941928018853131,-0.3054167307722169,5.513118016479347,0.0500625782227783,0.1209011264080099,0.5096440483078133,5.441353433050694,0.6829268292682918,train,2
copper,2.0,7.0,SWV,3,0.0686515367486852,0.2907506012233054,1.6393277610317227,-0.2469298427665097,0.0999999999999999,1.4,-0.0001407662747466,0.1105412382754588,-0.1194332586117361,1.6393277610317227,-0.0392991239048811,0.0613266583229036,0.080064080517652,1.6261024440277525,0.8421052631578898,train,4
ascorbic_acid,5.0,7.0,SWV,5,0.3271997155198536,0.8245167187455906,3.5448678356461114,-0.3283052512735094,0.0999999999999999,1.4,9.755516127241348e-05,0.3177334913060043,-0.1963615880681506,3.5448678356461114,0.0500625782227783,0.1209011264080099,0.3276228700275508,3.498005418938884,0.6829268292682918,train,2
ascorbic_acid,1.0,7.5,SWV,6,0.0871364429325307,0.2155664325671927,0.9387608183126612,-0.0766904673225369,0.0999999999999999,1.4,1.1766776480167175e-05,0.0620182309810929,-0.0664890941093697,0.9387608183126612,0.0395494367959949,0.1173967459324154,0.0841592082091322,0.924429725567486,0.9142857142857131,train,2
glucose,0.2,6.5,SWV,2,0.0156065510852187,0.0292045931906705,0.1148237818059827,-0.0083486550749943,0.0999999999999999,1.4,-5.812185755691118e-07,0.0080042532259743,-0.0067518987701925,0.1148237818059827,0.4951188986232789,0.1454317897371715,0.0128996828096566,0.1108931624844307,0.8444444444444427,train,3
dopamine,0.2,6.0,SWV,8,0.0100978202799258,0.0320018812420279,0.1804478844265779,-0.015538501784006,0.0999999999999999,1.4,1.2979261353058789e-05,0.0118406590982908,-0.0113902690383216,0.1804478844265779,0.2568210262828535,0.0630788485607009,0.0089306195358898,0.1777668510900671,0.8000000000000006,train,0
glucose,10.0,6.5,SWV,8,0.3846526146765091,0.8247114745806596,3.187902434296608,-0.3109998206919923,0.0999999999999999,1.4,0.0003320903943293,0.2329228735629143,-0.2151246115209152,3.187902434296608,0.4775969962453065,0.1524405506883603,0.3735369798719529,3.1272244553027937,0.5,train,3
copper,10.0,7.5,SWV,7,0.2056105433120549,0.9485903968080368,5.56718363490945,-0.9774042695259788,0.0999999999999999,1.4,-0.0003949474675708,0.3839038947393298,-0.3840979356116554,5.56718363490945,-0.0357947434292866,0.057822277847309,0.2535007860191405,5.553197927892033,0.8333333333333345,train,4
uric_acid,2.0,8.0,SWV,9,0.1080401463638191,0.3116364675080036,1.4443225270082731,-0.1179536705746819,0.0999999999999999,1.4,-3.8094693180677177e-05,0.0888012025287469,-0.0773779952979226,1.4443225270082731,0.3111389236545681,0.0981226533166458,0.1119955558029193,1.4298592841008295,0.6969696969696987,train,1
copper,2.0,7.0,SWV,0,0.0668666839704617,0.2919900142943633,1.6630249176983682,-0.2780554620181338,0.0999999999999999,1.4,-7.462688091351387e-06,0.1354356969916536,-0.1313321595701662,1.6630249176983682,-0.0392991239048811,0.0595744680851064,0.0787771443791384,1.651534515340274,0.7894736842105242,train,4
ascorbic_acid,0.5,7.5,SWV,5,0.0460414220458877,0.1119371081066193,0.4737909854694479,-0.0438583656271859,0.0999999999999999,1.4,1.5510340904475763e-05,0.0462529860948516,-0.026031548819046,0.4737909854694479,0.0307884856070087,0.1226533166458072,0.0448925245656056,0.4653755045887793,0.8918918918918939,train,2
aluminum,0.2,8.0,SWV,0,0.0108295509508839,0.0274582145159857,0.1279444011805564,-0.014328432940998,0.0999999999999999,1.4,2.3327427836798947e-06,0.0102809829022544,-0.0128023926220159,0.1279444011805564,-0.3056320400500626,0.1033792240300375,0.0099061710556346,0.1254641618806576,0.7352941176470584,train,5
copper,2.0,6.5,SWV,6,0.0671805667959421,0.2895050240612322,1.6113079512646706,-0.2803670979229093,0.0999999999999999,1.4,2.5896712896058152e-06,0.1122389397640757,-0.1146336693609925,1.6113079512646706,-0.0498122653316646,0.0648310387984981,0.0824770525888396,1.602169462191973,0.9473684210526342,train,4
uric_acid,0.1,6.0,SWV,1,0.00756636473459,0.0171051144308412,0.084598857155021,-0.0061955575254214,0.0999999999999999,1.4,-7.773545613265693e-07,0.0046359471034325,-0.0045066736940109,0.084598857155021,0.4005006257822278,0.0911138923654568,0.0057636828795268,0.0820330881828692,0.8571428571428598,train,1
glucose,5.0,6.5,SWV,0,0.2467032648267062,0.530905311455631,2.060214204227035,-0.262223700817084,0.0999999999999999,1.4,1.1080819596566947e-05,0.1717459383869453,-0.1892869926085764,2.060214204227035,0.4846057571964955,0.1524405506883603,0.2401491340168338,2.018970808865556,0.6111111111111127,train,3
copper,0.2,7.5,SWV,5,0.0089645914745051,0.0335698623971429,0.2043494570827155,-0.0262480771317863,0.0999999999999999,1.4,5.202388938374532e-06,0.0133103612566355,-0.011735587043393,0.2043494570827155,-0.0392991239048811,0.0595744680851063,0.0091321088098355,0.2018738532650953,0.8888888888888908,train,4
glucose,0.1,7.5,SWV,6,0.009108342635739,0.0147262275613704,0.059111795933636,-0.0032757059858081,0.0999999999999999,1.4,3.3624060833104896e-06,0.0044337480689683,-0.0038115767819918,0.059111795933636,0.4635794743429285,0.1524405506883606,0.0067032365960247,0.0557812463035256,0.6415094339622647,train,3
glucose,1.0,7.5,SWV,9,0.066861366983236,0.1391987384317453,0.5595484705986781,-0.0519048127953686,0.0999999999999999,1.4,-1.4358399473759802e-05,0.0384008582390277,-0.0333781674695213,0.5595484705986781,0.4705882352941176,0.1541927409261576,0.0638777256652314,0.5472918680064288,0.8333333333333338,train,3
glucose,10.0,6.5,SWV,1,0.3789218095074921,0.8245810612835861,3.16977870583839,-0.3075278451270372,0.0999999999999999,1.4,-0.0001453033245391,0.2201354599135101,-0.1826220235818663,3.16977870583839,0.4986232790988735,0.1401752190237797,0.3537368411988736,3.111663532738755,0.8604651162790681,train,3
dopamine,0.1,8.0,SWV,7,0.0060331102201129,0.0168391148600107,0.0903684362569243,-0.0076991810496321,0.0999999999999999,1.4,-3.9549941040280605e-06,0.006480985350885,-0.0044293505050111,0.0903684362569243,0.1446808510638297,0.071839799749687,0.0051105417873406,0.0882975349219154,0.6400000000000021,train,0
aluminum,1.0,8.0,SWV,5,0.0459865790316231,0.1292451334129444,0.6001493930106602,-0.0572121280759574,0.0999999999999999,1.4,1.6764615328100346e-05,0.0492741577328398,-0.0340394076160475,0.6001493930106602,-0.3038798498122653,0.0981226533166457,0.0451575623114798,0.59367616425137,0.7499999999999998,train,5
aluminum,0.1,7.5,SWV,8,0.0061705699464442,0.0139171683131034,0.0659471432355787,-0.0051635736840413,0.0999999999999999,1.4,8.092591878683712e-06,0.0050800706354873,-0.0042871094917362,0.0659471432355787,-0.3143929912390488,0.1016270337922402,0.0049639232725484,0.0640533805448643,0.6571428571428565,train,5
uric_acid,1.0,6.0,SWV,1,0.0556343877782646,0.1611174819778039,0.7787274725355816,-0.0725986349788725,0.0999999999999999,1.4,-2.79344388691974e-05,0.0429096231649796,-0.0416834797800551,0.7787274725355816,0.4005006257822278,0.0911138923654568,0.0542882984704241,0.770681525552186,0.8571428571428598,train,1
copper,5.0,7.5,SWV,6,0.1390161388451455,0.6067229226706422,3.521492179905394,-0.5599732158289228,0.0999999999999999,1.4,6.081967625412091e-06,0.263625681680559,-0.257396102635141,3.521492179905394,-0.0357947434292866,0.0613266583229036,0.168068703593148,3.505121102220728,0.8421052631578959,train,4
uric_acid,1.0,8.0,SWV,3,0.0592858521980763,0.1676026567190301,0.7678571121403703,-0.0641651794040221,0.0999999999999999,1.4,-7.201404208303101e-05,0.0539575566793894,-0.0603172982252515,0.7678571121403703,0.2988735919899874,0.0963704630788485,0.0594935310149213,0.7573501549907959,0.8965517241379318,train,1
uric_acid,0.5,8.0,SWV,3,0.0316488854658876,0.0869447644942664,0.3993476937173192,-0.0322429503379547,0.0999999999999999,1.4,-3.62349059851915e-05,0.0280295818898699,-0.0313488809236722,0.3993476937173192,0.2988735919899874,0.0963704630788485,0.0308684506087212,0.3930271598417762,0.8965517241379318,train,1
copper,0.2,6.0,SWV,9,0.0089125474607477,0.0331063778422106,0.1844912336409152,-0.0277157921290341,0.0999999999999999,1.4,-2.8125137706394797e-06,0.0144261828203126,-0.0109461508870541,0.1844912336409152,-0.0568210262828535,0.0665832290362953,0.0096029795901233,0.1822367401144829,0.8095238095238126,train,4
ascorbic_acid,5.0,7.0,SWV,9,0.3287385186291537,0.8253178231375827,3.50781017970166,-0.3217136409828476,0.0999999999999999,1.4,-0.0001019521344171,0.2358621414937027,-0.2061582190597493,3.50781017970166,0.0500625782227783,0.1261576971214018,0.3382559175772726,3.460994268692472,0.7142857142857139,train,2
uric_acid,1.0,7.5,SWV,1,0.0571146357508575,0.1660975264824457,0.7934660682040325,-0.0746449659054718,0.0999999999999999,1.4,-2.8770265819107967e-05,0.0441311732501472,-0.0433720762661423,0.7934660682040325,0.3181476846057571,0.092866082603254,0.0568056023094315,0.7848773508465533,0.6060606060606065,train,1
copper,0.1,7.5,SWV,7,0.0050433614509837,0.0170269781751508,0.1012074579895552,-0.0156536171484386,0.0999999999999999,1.4,-4.680332850109775e-06,0.0068857355589047,-0.0068759174492242,0.1012074579895552,-0.0357947434292866,0.057822277847309,0.0045484238489619,0.0995826677242712,0.8333333333333345,train,4
copper,5.0,6.0,SWV,0,0.1356889426377923,0.5978029057632679,3.362251635917425,-0.5738889871621674,0.0999999999999999,1.4,-1.886345268867441e-05,0.2325844581526532,-0.2445886718817679,3.362251635917425,-0.0533166458072591,0.0613266583229036,0.1642776527856903,3.34015928544567,0.9444444444444472,train,4
ascorbic_acid,5.0,6.5,SWV,1,0.3191388478186175,0.8203264599907663,3.4119855564067363,-0.3748214142320644,0.0999999999999999,1.4,-0.0001485287051292,0.2157487826030282,-0.1970313943165564,3.4119855564067363,0.0605757196495618,0.1226533166458072,0.3318845840006674,3.371749494338029,0.5909090909090914,train,2
copper,0.1,8.0,SWV,5,0.0052310830037884,0.0170779005355342,0.1040497390313802,-0.0112291504814368,0.0999999999999999,1.4,3.910241638857879e-06,0.0080928535463681,-0.0062836460533323,0.1040497390313802,-0.0392991239048811,0.0578222778473092,0.0045852470039133,0.1022496382230237,0.6500000000000019,train,4
glucose,0.1,6.0,SWV,7,0.0088250389868144,0.0146408372308898,0.0567610481391132,-0.0038031325603572,0.0999999999999999,1.4,-3.1181428705400425e-06,0.0035733384363748,-0.0037924843576893,0.0567610481391132,0.4986232790988735,0.162953692115144,0.006937671250297,0.0536823168520903,0.6034482758620703,train,3
copper,0.5,8.0,SWV,7,0.0191545874377532,0.0827116803656483,0.4960524128324418,-0.0763727904612272,0.0999999999999999,1.4,-3.2212688744911014e-05,0.0328018150385853,-0.0350451466996138,0.4960524128324418,-0.0357947434292866,0.0578222778473092,0.0221814594620989,0.493494184546913,0.8333333333333316,train,4
