substance,concentration,pH,method,seed,meanCurrent,stdCurrent,maxCurrent,minCurrent,meanVoltage,voltageRange,meanGradient,maxGradient,minGradient,peakCurrent,peakPotential,peakWidth,peakArea,peakProminence,peakSymmetry,split,label
copper,1.0,8.0,CV,8,0.0411769225794352,0.2428269559202523,1.0729809362697649,-0.7610063817238073,0.1,1.4,1.4477800845995897e-05,0.0719741520388967,-0.0746212854082027,1.0729809362697649,-0.038877755511022,0.0981963927855711,0.0818828139385124,1.0683142662630436,0.9444444444444456,train,4
glucose,0.1,7.5,CV,0,0.0134146069357156,0.0157963684879175,0.0618359658796328,-0.0036355970033231,0.1,1.4,2.172802783726209e-06,0.0052077839238333,-0.006015420964693,0.0618359658796328,0.4633266533066132,0.2356713426853707,0.0104365810093281,0.055843248980662,0.6800000000000007,train,3
dopamine,2.0,6.0,CV,4,0.0898073946524014,0.3798032788063472,1.7361307369577494,-0.9506228333995508,0.1,1.4,-0.0001042312003525,0.1061783903194478,-0.1362966864907853,1.7361307369577494,0.2529058116232465,0.1094188376753507,0.1492765457131663,1.727255439646917,0.8571428571428585,train,0
dopamine,2.0,7.0,CV,5,0.0924969768574626,0.3881358079535886,1.7477710382569638,-0.9824705842294756,0.1,1.4,-2.659457454107181e-05,0.1078812975490519,-0.13715960646518,1.7477710382569638,0.2024048096192384,0.1122244488977955,0.1544132441246087,1.7354404666352294,0.904761904761905,train,0
ascorbic_acid,0.5,7.5,CV,3,0.0648164909884206,0.1203011322572749,0.4849087769801979,-0.0521624563531354,0.1,1.4,-0.0001396623767685,0.0449026549960251,-0.0746784737083484,0.4849087769801979,0.0284569138276553,0.1851703406813627,0.0688127534286137,0.4708213907294772,0.7837837837837843,train,2
glucose,2.0,6.5,CV,2,0.1662525919742858,0.2720121803747169,1.0109818110170758,-0.1079990634939241,0.1,1.4,-1.2943410029578634e-05,0.0812926335535364,-0.1007748588913298,1.0109818110170758,0.4997995991983969,0.2384769539078156,0.1789189052418013,0.973949543523429,0.8478260869565225,train,3
copper,10.0,6.0,CV,8,0.2324141134418156,1.4304223253716768,6.336975621664365,-4.567956057876348,0.1,1.4,7.132111380916628e-05,0.502670948497782,-0.3821181297735614,6.336975621664365,-0.0613226452905811,0.0925851703406814,0.4632282970959116,6.3187244212251095,0.8333333333333318,train,4
aluminum,0.5,7.0,CV,9,0.0301093596065478,0.0936621399521848,0.3746021162312595,-0.1876806486228959,0.1,1.4,-4.191937504725208e-05,0.030242207132737,-0.0430715633412082,0.3746021162312595,-0.3222444889779559,0.1655310621242485,0.0472020502986168,0.3690400512482787,0.787878787878788,train,5
aluminum,1.0,6.0,CV,1,0.0545261595456225,0.1770829865253037,0.6860202301623705,-0.3629165553410504,0.1,1.4,-5.3370665480533546e-05,0.0493481212413569,-0.0987208730827581,0.6860202301623705,-0.3362725450901803,0.1683366733466934,0.0905959575037463,0.6780123834533818,0.7647058823529412,train,5
aluminum,2.0,6.0,CV,4,0.1017279944423275,0.329462427645897,1.2845490556543515,-0.6992246176004475,0.1,1.4,-0.0002332535535002,0.1067780036627667,-0.1849774281078329,1.2845490556543515,-0.3362725450901803,0.1683366733466934,0.1697908256868002,1.2698686477048018,0.7142857142857145,train,5
dopamine,0.5,7.0,CV,6,0.027782301673755,0.1080048688149888,0.5022824639999385,-0.2666431611492564,0.1,1.4,2.8726888605760205e-05,0.0442328717927136,-0.0321293610518362,0.5022824639999385,0.1995991983967936,0.1094188376753506,0.0425804425108637,0.4973174243827056,0.9500000000000012,train,0
aluminum,1.0,7.5,CV,5,0.056186000732057,0.1780943400128301,0.711754301143093,-0.3692538348084765,0.1,1.4,-5.502341284562047e-05,0.0543189456340947,-0.1035731841803033,0.711754301143093,-0.3054108216432865,0.1711422845691382,0.0919819800995329,0.7018566969931692,0.9677419354838716,train,5
glucose,2.0,6.0,CV,0,0.1639417072539552,0.2716608570450302,1.0012079777884548,-0.1129041098097314,0.1,1.4,-7.263922624844585e-06,0.0828974761985976,-0.095689937302628,1.0012079777884548,0.5306613226452906,0.2525050100200401,0.1867906533812676,0.968938528851814,0.9148936170212753,train,3
aluminum,1.0,7.5,CV,9,0.0562736827536217,0.1812583192675644,0.7185517114780339,-0.3704196076642408,0.1,1.4,-7.575737402019512e-05,0.0583675287256592,-0.0753955648910092,0.7185517114780339,-0.3222444889779559,0.1711422845691382,0.0936006107911297,0.7100149198326203,0.6944444444444448,train,5
dopamine,10.0,6.0,CV,4,0.282714288703853,1.224030615856379,5.5875693475244015,-3.0691344967138985,0.1,1.4,-0.0003416824412569,0.3418731430728552,-0.4389777900810829,5.5875693475244015,0.2529058116232465,0.1094188376753507,0.4811255677691821,5.566537399614544,0.8571428571428585,train,0
dopamine,1.0,8.0,CV,7,0.0505148606385503,0.2139489231165421,0.9748021009879776,-0.5355415563035517,0.1,1.4,-2.864586619478077e-05,0.0900579076989535,-0.0681527832069233,0.9748021009879776,0.1490981963927855,0.1094188376753506,0.0840714845720419,0.970791020044166,0.9500000000000012,train,0
copper,2.0,7.5,CV,7,0.0725230967270852,0.4488402477445388,1.974798132709901,-1.3955641109548045,0.1,1.4,-6.024948487332696e-05,0.129963907414377,-0.1448407670568273,1.974798132709901,-0.0416833667334669,0.0981963927855711,0.1519320609734618,1.971338908120854,0.9444444444444456,train,4
copper,0.1,8.0,CV,8,0.0061961661112452,0.0260072470631776,0.1169216252205621,-0.0787727775789239,0.1,1.4,4.077517679061588e-06,0.0077935768557642,-0.0080618700186732,0.1169216252205621,-0.038877755511022,0.0981963927855711,0.0087866371633462,0.1146739704417914,0.9444444444444456,train,4
glucose,0.2,6.5,CV,7,0.0222980542632309,0.0310428939215453,0.1162602479102011,-0.0105427474452567,0.1,1.4,-3.115412354007611e-06,0.0102685831246484,-0.0085423733230351,0.1162602479102011,0.4829659318637275,0.2440881763527054,0.0208293135690723,0.1086912000002401,0.6730769230769229,train,3
dopamine,0.2,6.5,CV,2,0.0129768282788018,0.0437796539881227,0.2044516536120114,-0.1037332317080715,0.1,1.4,7.547733253311876e-07,0.0125642720323356,-0.0169872285822531,0.2044516536120114,0.2164328657314629,0.1066132264529058,0.0169595181838938,0.2006647537746839,0.583333333333333,train,0
copper,1.0,7.5,CV,2,0.041150490887883,0.240872437148597,1.062720241684166,-0.755622099885956,0.1,1.4,-7.856346606565027e-06,0.0709622944452721,-0.0687908188955206,1.062720241684166,-0.0444889779559117,0.0953907815631261,0.0797709749031822,1.0590731539062246,0.8888888888888892,train,4
copper,0.2,6.5,CV,0,0.010100096074826,0.0506304253816996,0.2262454704743986,-0.1615333478287735,0.1,1.4,1.3512537103598866e-06,0.0141389211970685,-0.0196030742278152,0.2262454704743986,-0.0529058116232464,0.0953907815631263,0.0167399206994257,0.2240081418931263,1.0,train,4
ascorbic_acid,10.0,8.0,CV,2,0.7128497595454398,1.4095312170833358,5.80424258695172,-0.5584430192281329,0.1,1.4,-7.557574869433692e-05,0.3952109202231963,-0.501516373428501,5.80424258695172,0.0172344689378757,0.176753507014028,0.7829253804446105,5.6926628109790265,0.9687499999999982,train,2
uric_acid,10.0,8.0,CV,4,0.468872885074077,1.1002897829234786,4.859436698031223,-0.5401029598505531,0.1,1.4,-0.0003511768982346,0.3229281141654536,-0.4085083160160201,4.859436698031223,0.3006012024048096,0.1458917835671342,0.5522794200416389,4.807694207285297,0.7931034482758614,train,1
uric_acid,2.0,7.5,CV,7,0.1436188234670307,0.3402576396936669,1.5151094518126336,-0.1350478304801843,0.1,1.4,-5.387784093396214e-05,0.0985824308958544,-0.0885899103721062,1.5151094518126336,0.3230460921843687,0.1543086172344688,0.1769049490281237,1.5030903573914631,0.8333333333333331,train,1
uric_acid,10.0,7.5,CV,1,0.4586063715403328,1.0850465688730633,4.756145619074088,-0.3967833417681446,0.1,1.4,7.22666581489356e-05,0.3459206253659461,-0.3045598965805922,4.756145619074088,0.3258517034068136,0.151503006012024,0.559940390599647,4.714852898949938,0.8620689655172404,train,1
copper,2.0,6.0,CV,5,0.0749534000110754,0.4471316582269952,1.9427015185274945,-1.4538639853189428,0.1,1.4,-2.917696344783657e-05,0.1410019604777516,-0.1464906958358116,1.9427015185274945,-0.0529058116232464,0.101002004008016,0.151885162637278,1.933035364199151,0.8947368421052635,train,4
glucose,10.0,7.0,CV,4,0.5324966617416338,0.8750525297810205,3.240412845672188,-0.3957172086489806,0.1,1.4,-0.0003084215658515,0.2859668710103129,-0.3591684798103151,3.240412845672188,0.4997995991983969,0.2356713426853708,0.5678277998890792,3.1204763775769173,0.8666666666666655,train,3
ascorbic_acid,5.0,6.0,CV,9,0.4447593918543008,0.8706173933791571,3.4377829051799185,-0.3549247431681143,0.1,1.4,-0.0001793682007111,0.2895856049155257,-0.2651940396418026,3.4377829051799185,0.0985971943887775,0.1907815631262526,0.5071954088063618,3.3609510075275995,1.0,train,2
glucose,5.0,6.0,CV,3,0.3420476299593368,0.5649944314513111,2.0461850286934467,-0.2284153160702012,0.1,1.4,-0.0006792743265895,0.1937069800132621,-0.3576148891470565,2.0461850286934467,0.5138276553106212,0.2356713426853707,0.3695655074396636,1.978474549886868,0.9534883720930244,train,3
aluminum,1.0,7.0,CV,9,0.0561362698024893,0.1804009940836956,0.7199574921122566,-0.3640644419277163,0.1,1.4,-8.325467487084966e-05,0.0581318854591589,-0.0829232834814098,0.7199574921122566,-0.3222444889779559,0.1655310621242485,0.0909868245879427,0.711143260829992,0.787878787878788,train,5
aluminum,0.5,7.0,CV,5,0.0300639210561879,0.0920350942825675,0.3652285901158675,-0.1936407291309156,0.1,1.4,-3.1174628037773286e-05,0.0281498938388016,-0.0348868566663712,0.3652285901158675,-0.3054108216432865,0.1683366733466934,0.0469148928517372,0.3589942562054832,0.8749999999999998,train,5
aluminum,5.0,6.0,CV,4,0.2085799527193543,0.6824985655594568,2.659250865741416,-1.451220220169534,0.1,1.4,-0.0004860349980607,0.2210749446576565,-0.3830815716832971,2.659250865741416,-0.3362725450901803,0.1683366733466934,0.3516849311160012,2.6302864768476137,0.7142857142857145,train,5
dopamine,1.0,6.5,CV,5,0.050490656046734,0.2052362716324562,0.9327137232197376,-0.5043790687656399,0.1,1.4,-1.2809585342001905e-05,0.0543102166906003,-0.0730409457417391,0.9327137232197376,0.2304609218436873,0.1094188376753507,0.080525198518949,0.9249065714041268,0.9499999999999992,train,0
uric_acid,0.5,8.0,CV,6,0.0432823121270952,0.0947620378286531,0.430200431477805,-0.0384165095877969,0.1,1.4,2.8801956776006778e-05,0.044361002268356,-0.0306932305398919,0.430200431477805,0.292184368737475,0.151503006012024,0.0485184019390362,0.4220717132404614,0.6875000000000008,train,1
ascorbic_acid,0.5,6.0,CV,8,0.0619234580593024,0.1174244476126199,0.4814857069550212,-0.0412162046755349,0.1,1.4,9.951300963867094e-06,0.0355657573838226,-0.0377576606012338,0.4814857069550212,0.0845691382765531,0.1711422845691382,0.0636576735263774,0.4694320364250106,0.648648648648649,train,2
copper,1.0,6.5,CV,4,0.0410804138779334,0.2392178798508127,1.0371201516155013,-0.7568040431907125,0.1,1.4,-6.174222690048558e-05,0.0876993802553788,-0.074499468933955,1.0371201516155013,-0.0501002004008015,0.0953907815631263,0.0785224282977733,1.031540593699194,0.8888888888888872,train,4
dopamine,5.0,7.5,CV,0,0.1862173253838595,0.8114122415413605,3.673255043227871,-2.0623879089250243,0.1,1.4,-2.1384972206513696e-05,0.2709782377689624,-0.3083024579833961,3.673255043227871,0.1575150300601202,0.1122244488977955,0.3238532153967016,3.661472537384946,0.5384615384615383,train,0
uric_acid,0.2,7.5,CV,8,0.0192648495928327,0.0384653416901736,0.1721448635138715,-0.0125794189924603,0.1,1.4,5.0590356643913385e-06,0.0107000216102736,-0.0135322189377503,0.1721448635138715,0.3230460921843687,0.1430861723446892,0.0190007686470012,0.1672675910823051,0.8214285714285724,train,1
ascorbic_acid,1.0,8.0,CV,8,0.1211005958755793,0.2356866238628695,0.9335041631118556,-0.0844434732806135,0.1,1.4,1.708088820988224e-05,0.0687809032227575,-0.0754214099779251,0.9335041631118556,0.0256513026052104,0.1879759519038075,0.1366442981706049,0.9138271934775708,0.914285714285714,train,2
uric_acid,2.0,7.0,CV,5,0.1455113545008802,0.3345082721164995,1.4917799543888892,-0.1367939734040035,0.1,1.4,-2.61335080023187e-05,0.1380919926006087,-0.0899059130726695,1.4917799543888892,0.3454909819639279,0.1430861723446893,0.1649208256711388,1.471924353289202,0.7000000000000024,train,1
aluminum,2.0,6.0,CV,8,0.1009019993370723,0.330258776712794,1.2613549827924897,-0.6981190983952192,0.1,1.4,-0.0001039930101083,0.101056867383821,-0.1506596585259941,1.2613549827924897,-0.3306613226452906,0.1739478957915831,0.1725276617581512,1.2448312985813303,0.8787878787878786,train,5
ascorbic_acid,1.0,6.0,CV,7,0.1151727783352762,0.2256374400579568,0.8994788965080254,-0.0816488025790239,0.1,1.4,-3.7217123982133614e-05,0.0655426640667379,-0.0667295592400609,0.8994788965080254,0.087374749498998,0.1935871743486974,0.1324212251438726,0.8820387661637445,0.7250000000000003,train,2
aluminum,2.0,7.5,CV,6,0.1022706168878161,0.3335520891943137,1.326277280394118,-0.7057261240497008,0.1,1.4,1.85280035425891e-05,0.1665537960047177,-0.1586103645779266,1.326277280394118,-0.3110220440881763,0.1711422845691382,0.1708994784540234,1.3082456982648352,0.9062499999999996,train,5
uric_acid,0.2,7.0,CV,5,0.0192711279241159,0.038052231207398,0.1730804005416533,-0.0141213271300309,0.1,1.4,-5.519874130872817e-07,0.0159496140406454,-0.0103617669250355,0.1730804005416533,0.3454909819639279,0.1430861723446893,0.0187754536341083,0.1678026798595361,0.7000000000000024,train,1
aluminum,2.0,7.0,CV,6,0.1020179285539441,0.3319693679903811,1.3141491777577798,-0.6882009833503839,0.1,1.4,3.914870147105371e-06,0.1667978901953419,-0.1085090559536887,1.3141491777577798,-0.3110220440881763,0.1711422845691383,0.1700982362593983,1.2961857465698583,0.9677419354838712,train,5
aluminum,10.0,6.0,CV,3,0.3300524323143706,1.0584979279397269,4.132796163594439,-2.216895416026305,0.1,1.4,-0.0016220889947677,0.3466944309175876,-0.6380683710096697,4.132796163594439,-0.3278557114228457,0.176753507014028,0.5621402587403642,4.086070493518124,0.8529411764705881,train,5
aluminum,2.0,6.5,CV,5,0.1024191666648578,0.3285745726480775,1.2805725147228613,-0.7071104629379475,0.1,1.4,-0.0001349551743733,0.1002215968857823,-0.1249573764283093,1.2805725147228613,-0.3054108216432865,0.1739478957915831,0.1713629096074956,1.2643232695889697,0.7222222222222215,train,5
ascorbic_acid,0.5,7.0,CV,6,0.0633862641614373,0.1203346392058544,0.4723534978658167,-0.0516778168314361,0.1,1.4,3.730217883174458e-05,0.0588696480965665,-0.0379442987296215,0.4723534978658167,0.0649298597194388,0.1851703406813627,0.0686490866425272,0.4608701807655239,0.885714285714286,train,2
dopamine,1.0,6.5,CV,4,0.050223354192621,0.2069994282156003,0.962235971356678,-0.5538638591031536,0.1,1.4,-5.55039223793539e-05,0.0615710229380024,-0.0689091285013173,0.962235971356678,0.2192384769539078,0.1066132264529058,0.0801243793998917,0.9562483122563358,0.6521739130434792,train,0
uric_acid,2.0,8.0,CV,7,0.1448773026623926,0.3433971127336799,1.5064336915565322,-0.1316545419845191,0.1,1.4,-5.438363270400863e-05,0.1002499540669011,-0.0911673213835371,1.5064336915565322,0.3034068136272545,0.1486973947895791,0.17456353484442,1.4936168633136118,0.9629629629629638,train,1
aluminum,0.1,6.0,CV,7,0.0075797103594131,0.0189555831886812,0.0757259132425058,-0.0379611375041498,0.1,1.4,-7.809725618539175e-06,0.0057986735456176,-0.0085060300282938,0.0757259132425058,-0.3110220440881763,0.1627254509018036,0.0094307092328854,0.0734532101821289,0.6571428571428576,train,5
uric_acid,1.0,7.5,CV,5,0.0802249852754226,0.1808405405910864,0.7831552931369248,-0.0736654603817661,0.1,1.4,-1.2903428234111974e-05,0.0691614944317937,-0.046099510082281,0.7831552931369248,0.3090180360721443,0.1571142284569137,0.0948164702535397,0.7710454319988711,0.5555555555555555,train,1
aluminum,10.0,8.0,CV,8,0.3229106724993439,1.0792541466891628,4.300746119454304,-2.44174932901107,0.1,1.4,-0.0001440724399406,0.3260149712448109,-0.3720709552579206,4.300746119454304,-0.2997995991983967,0.1599198396793587,0.5330221539070826,4.254102521475257,0.9655172413793112,train,5
uric_acid,2.0,8.0,CV,8,0.1467524161973039,0.3405294863816255,1.5803899316857677,-0.1331936983558602,0.1,1.4,2.240733059609347e-05,0.0864396042660411,-0.1205843966569152,1.5803899316857677,0.3034068136272545,0.1458917835671341,0.1698007736884105,1.5622760999331236,0.925925925925926,train,1
dopamine,0.1,8.0,CV,0,0.0081495342450503,0.0227919394845532,0.108636528168845,-0.0538194603093037,0.1,1.4,2.106244045444565e-06,0.0084226742316138,-0.0077277266153828,0.108636528168845,0.1575150300601202,0.1066132264529058,0.0088263301495884,0.1052144798477232,0.583333333333333,train,0
ascorbic_acid,1.0,7.0,CV,8,0.1187929328918983,0.2309985858344217,0.9347359288681234,-0.0827554158571986,0.1,1.4,1.6802472492173594e-05,0.0723453140930515,-0.0739506123159792,0.9347359288681234,0.0452905811623246,0.1879759519038076,0.1329444401189813,0.9152396084222854,0.7631578947368424,train,2
aluminum,0.5,7.0,CV,1,0.0293810845305656,0.0928474541614739,0.3588625568486981,-0.1993799502778097,0.1,1.4,-1.6762807667669988e-05,0.0254906870052889,-0.0455519623404485,0.3588625568486981,-0.3082164328657314,0.1683366733466934,0.0473644949591569,0.3537581769450041,0.8750000000000003,train,5
copper,2.0,7.0,CV,6,0.0750074225409955,0.4497970299628598,1.942733813706098,-1.43486649980541,0.1,1.4,0.0001045622696341,0.1736728649318322,-0.1362839370995772,1.942733813706098,-0.0529058116232464,0.0953907815631261,0.1491951103143875,1.9339219167331985,0.8888888888888892,train,4
ascorbic_acid,5.0,8.0,CV,9,0.4627260930749229,0.9033195240355296,3.574143730415938,-0.3695388842277998,0.1,1.4,-0.0001867780510657,0.3538994253516956,-0.2759815188540761,3.574143730415938,0.0228456913827654,0.176753507014028,0.5013927696922736,3.4935124460656737,0.9687500000000008,train,2
aluminum,0.5,6.0,CV,7,0.0290543272516492,0.0918970854278811,0.3605636034131741,-0.1943121680226922,0.1,1.4,-4.83783823889912e-05,0.0276625432386702,-0.0410846766592162,0.3605636034131741,-0.3110220440881763,0.1627254509018036,0.0459210133628603,0.3564460977292832,0.6571428571428576,train,5
aluminum,2.0,8.0,CV,4,0.1024313591876862,0.3349828104497576,1.295736663023615,-0.7017415920617682,0.1,1.4,-0.0001741318447986,0.1117351207657308,-0.1227701128576573,1.295736663023615,-0.3138276553106212,0.1599198396793587,0.1672273088545124,1.2811502196216578,0.7272727272727268,train,5
uric_acid,10.0,6.0,CV,7,0.4439560434432747,1.0661073461523265,4.65504249783899,-0.4335574282022301,0.1,1.4,-0.0001746879534055,0.3169023007592189,-0.3055970882665157,4.65504249783899,0.4128256513026053,0.1543086172344688,0.5546482557480475,4.626114875178737,0.8965517241379294,train,1
uric_acid,0.2,8.0,CV,4,0.0195064839484812,0.0388311006001709,0.1751184203884143,-0.0165115193604355,0.1,1.4,-9.95077634946651e-06,0.0116404031914779,-0.0147319137633419,0.1751184203884143,0.3006012024048096,0.1458917835671342,0.0195179316866597,0.1701109677967517,0.7931034482758614,train,1
aluminum,0.1,7.5,CV,5,0.0078057326572546,0.0190898904346358,0.0777609598396622,-0.0371103254591589,0.1,1.4,-3.423135742854154e-06,0.0059326276253481,-0.0111660691123313,0.0777609598396622,-0.3054108216432865,0.1683366733466933,0.0097010203050117,0.0750024669241345,0.935483870967742,train,5
ascorbic_acid,0.2,7.5,CV,7,0.0275691066968229,0.0494201372050447,0.1981227143065509,-0.016749514432863,0.1,1.4,-6.074282063982292e-06,0.0145969953871584,-0.0142232425363289,0.1981227143065509,0.0565130260521041,0.1963927855711422,0.0293649649794739,0.1919648869838665,0.7073170731707324,train,2
uric_acid,0.2,7.0,CV,1,0.0189944333173766,0.0380006815218659,0.1718026606516677,-0.0122393601939786,0.1,1.4,5.287877356988104e-06,0.0123713931513369,-0.0107093271029487,0.1718026606516677,0.3454909819639279,0.1486973947895791,0.0193842585210102,0.1671723025136719,0.7666666666666689,train,1
ascorbic_acid,0.2,7.5,CV,4,0.0279888613539424,0.0499516034747053,0.2051189143359904,-0.0179915479883162,0.1,1.4,-1.4275783280648046e-05,0.0170853136198137,-0.0197229902365158,0.2051189143359904,0.0200400801603206,0.1907815631262525,0.029221046051236,0.1984655566163414,0.6190476190476192,train,2
ascorbic_acid,0.5,8.0,CV,7,0.0636086583449263,0.1217885906181044,0.4707897224675993,-0.0435085080621904,0.1,1.4,-1.888846618614831e-05,0.0355768727211335,-0.0358012834894191,0.4707897224675993,0.0256513026052104,0.1823647294589179,0.0688000360459916,0.4598497118270505,0.7105263157894741,train,2
dopamine,10.0,6.5,CV,0,0.2810968403573452,1.2341461517639043,5.566154433972804,-3.090980131468455,0.1,1.4,-3.389280834893715e-05,0.4357753432837703,-0.4298413481586757,5.566154433972804,0.2276553106212424,0.1122244488977955,0.4919891294666247,5.550900129812517,0.904761904761905,train,0
copper,2.0,7.5,CV,4,0.0755037260418979,0.4496252121398094,1.9686907242259863,-1.4449404603354428,0.1,1.4,-0.0001184873972758,0.1748072642173763,-0.1402458975360944,1.9686907242259863,-0.0472945891783567,0.0981963927855711,0.1506551457847044,1.960240871531468,0.8421052631578941,train,4
uric_acid,0.5,6.5,CV,7,0.0415045695333159,0.0930186221041421,0.4110306451062748,-0.0353838104001524,0.1,1.4,-1.2803936123715972e-05,0.0287540440515753,-0.0271591403437307,0.4110306451062748,0.3735470941883767,0.151503006012024,0.0479398919860516,0.4057645840525156,0.8000000000000005,train,1
uric_acid,1.0,7.0,CV,0,0.0783932309840217,0.1804076468947721,0.7890955489110265,-0.0842185886999433,0.1,1.4,-3.308920952933822e-06,0.0583429923374681,-0.05810683913928,0.7890955489110265,0.3482965931863727,0.1515030060120239,0.0926532235908865,0.7792256529980257,0.8620689655172417,train,1
uric_acid,10.0,6.5,CV,0,0.4512964946530469,1.0736343750476924,4.749430993374382,-0.5234357266960151,0.1,1.4,-3.343215565154789e-05,0.3080570926300806,-0.3443599169090395,4.749430993374382,0.3847695390781563,0.151503006012024,0.552547258350887,4.706698287691368,0.928571428571426,train,1
dopamine,1.0,6.0,CV,3,0.0507113078094967,0.203539002191476,0.9178205929000928,-0.4829554182326049,0.1,1.4,-0.0001956632613232,0.0714114283286302,-0.1040415920431101,0.9178205929000928,0.2613226452905811,0.1122244488977955,0.0806815088526722,0.9098109647435668,0.8181818181818203,train,0
glucose,0.2,6.5,CV,3,0.0227941610415037,0.0312517991620934,0.1174326424028589,-0.0102835857129668,0.1,1.4,-3.646115288149085e-05,0.0111504552351713,-0.0205666543444286,0.1174326424028589,0.4829659318637275,0.2440881763527054,0.0210179663023474,0.109491511120539,0.6730769230769229,train,3
uric_acid,10.0,6.5,CV,4,0.4564774637599905,1.0673741914785748,4.758015920422353,-0.4531178572997436,0.1,1.4,-0.000341751231009,0.3143294337304221,-0.3976310557745469,4.758015920422353,0.3763527054108216,0.1458917835671344,0.5366059675247202,4.703715098113606,0.9259259259259262,train,1
uric_acid,0.2,8.0,CV,6,0.0194929019386065,0.0387065041997118,0.1779819172897973,-0.0147659853068665,0.1,1.4,1.3560088330501448e-05,0.0183453441380856,-0.0126665347009913,0.1779819172897973,0.292184368737475,0.151503006012024,0.0198626266048467,0.1729131013648255,0.6875000000000008,train,1
aluminum,0.5,6.5,CV,6,0.0298275020092283,0.0921237895051821,0.3623895277912934,-0.1851302112187248,0.1,1.4,-1.403670531993126e-06,0.0467191853657617,-0.0449190220226261,0.3623895277912934,-0.3110220440881763,0.1711422845691382,0.0471318576495769,0.3561308359948725,0.8484848484848483,train,5
ascorbic_acid,1.0,7.5,CV,0,0.1193511711623029,0.2326396873103709,0.9682233857097378,-0.116723232442016,0.1,1.4,-5.538169689407957e-06,0.0693862978121896,-0.0737193218225768,0.9682233857097378,0.0144288577154308,0.1795591182364728,0.1304672953118039,0.9474928522141748,0.5609756097560976,train,2
aluminum,5.0,6.5,CV,7,0.2033614158565978,0.6857794751559917,2.720068630824163,-1.4332300258502328,0.1,1.4,-0.0003400013321931,0.2056013174283454,-0.3801761141512052,2.720068630824163,-0.3110220440881763,0.1599198396793587,0.339061952394839,2.700676806410696,0.7812500000000006,train,5
aluminum,0.5,7.5,CV,7,0.0292292226314755,0.0930685128939632,0.3762800902182474,-0.1827539950083979,0.1,1.4,-3.506949102192737e-05,0.0280060848139965,-0.0375690822487956,0.3762800902182474,-0.3110220440881763,0.1683366733466934,0.0475588006696921,0.3720575533699742,0.9999999999999992,train,5
ascorbic_acid,10.0,6.0,CV,3,0.6961367881201005,1.351283187106593,5.58844770158223,-0.6015604946216483,0.1,1.4,-0.0015851013144947,0.5266919060937314,-0.8325699768732585,5.58844770158223,0.0929859719438878,0.1739478957915832,0.7442224815453212,5.461059787087322,0.7714285714285721,train,2
dopamine,1.0,7.5,CV,5,0.0516709188604838,0.211731371579057,0.9712360001549438,-0.5150465505683595,0.1,1.4,-1.3200709872423568e-05,0.0482114768423174,-0.0707443467411337,0.9712360001549438,0.1659318637274549,0.1150300601202405,0.0857630831711731,0.9637850761439782,0.7083333333333335,train,0
ascorbic_acid,5.0,6.0,CV,1,0.4377879019867489,0.8637580522988821,3.530399349871899,-0.3569231255992094,0.1,1.4,6.144569004658962e-05,0.2920477101907781,-0.2817683523092686,3.530399349871899,0.0845691382765531,0.1907815631262525,0.5025521200561845,3.455293300956064,0.7,train,2
copper,0.1,7.5,CV,0,0.006122051990865,0.0257577230569415,0.1142524805922608,-0.0794742817601766,0.1,1.4,2.058311774738312e-06,0.0076833673219865,-0.0107363461843248,0.1142524805922608,-0.0529058116232464,0.0981963927855711,0.0087035063284015,0.1121504181964106,0.6666666666666666,train,4
copper,5.0,7.0,CV,4,0.1534964139327035,0.927047610357154,4.054172264679461,-2.9795235453563795,0.1,1.4,-0.0002470686866899,0.3528882331962113,-0.2883669951799635,4.054172264679461,-0.0472945891783567,0.0981963927855711,0.3101633396788193,4.038158611521275,0.9444444444444456,train,4
uric_acid,2.0,7.5,CV,8,0.1454773531667881,0.3381595876981276,1.4841938899063658,-0.1319884030315782,0.1,1.4,2.2233969529269204e-05,0.0926287080196041,-0.1172669174898721,1.4841938899063658,0.3230460921843687,0.1430861723446892,0.1668132065297133,1.466968600815413,0.8214285714285724,train,1
ascorbic_acid,10.0,6.5,CV,7,0.6829187121575659,1.366302556227645,5.514802392010551,-0.5106080879476026,0.1,1.4,-0.0002390736083635,0.3791742503624087,-0.4033716228273438,5.514802392010551,0.0565130260521041,0.1907815631262525,0.7949041918337311,5.427454885845596,0.5813953488372088,train,2
copper,5.0,7.5,CV,5,0.1554093892500845,0.9399235878228278,4.081907978594815,-2.984855287361012,0.1,1.4,-6.444020965026553e-05,0.3263825400860685,-0.2967848286028686,4.081907978594815,-0.0416833667334669,0.101002004008016,0.320017785453409,4.063777814177765,0.8947368421052635,train,4
copper,10.0,7.0,CV,7,0.2281115356604486,1.438992743514348,6.242063206477249,-4.478320222897603,0.1,1.4,-0.0001992208695882,0.4215144285409588,-0.4654791199163985,6.242063206477249,-0.0472945891783567,0.0953907815631261,0.4781235804758406,6.235217751364519,0.8888888888888892,train,4
copper,0.2,8.0,CV,7,0.0100885724620327,0.0514810403654357,0.2289754862779098,-0.1567962355749174,0.1,1.4,-4.489130820369723e-06,0.0146683792865611,-0.0163972337723849,0.2289754862779098,-0.0416833667334669,0.0981963927855711,0.0174455771201545,0.2269700279879902,0.8421052631578941,train,4
